province,month,rainfall_7day,rainfall_30day,river_discharge,population,elevation_factor,historical_floods,ndma_fatality_weight,flood_risk_score
KPK,11,14.35,35.21,3128.72,37247557,0.6,6,0.35,34.55
Punjab,8,380.0,1300.0,36000.0,103474623,0.3,7,0.425,100.0
Azad Kashmir,2,12.65,28.27,2926.2,4079317,0.7,4,0.275,27.77
Sindh,11,9.02,21.27,4028.02,43867475,0.2,8,0.475,42.55
Sindh,12,14.34,39.56,6119.29,44525269,0.2,8,0.475,54.3
Balochistan,1,13.01,42.34,2583.73,11412823,0.5,5,0.3,31.89
Balochistan,5,31.32,86.1,5524.75,11917130,0.5,5,0.3,46.34
Balochistan,6,19.93,50.51,3983.91,11908787,0.5,5,0.3,33.4
Gilgit-Baltistan,4,14.58,34.5,1879.76,1901246,0.9,3,0.2,18.95
Khyber Pakhtunkhwa,11,11.54,36.21,4138.72,34203682,0.6,6,0.35,41.98
Punjab,1,9.76,29.39,3142.81,116042220,0.3,7,0.425,44.14
Punjab,12,65.45,146.56,10093.62,110309906,0.3,7,0.425,76.2
KPK,2,14.65,45.76,3049.11,35119625,0.6,6,0.35,22.88
Khyber Pakhtunkhwa,11,20.53,59.51,3934.51,35259562,0.6,6,0.35,37.07
Khyber Pakhtunkhwa,2,37.87,128.61,4528.78,37165082,0.6,6,0.35,39.81
KPK,5,31.52,74.23,6132.82,37506845,0.6,6,0.35,41.92
Khyber Pakhtunkhwa,4,28.81,68.7,3487.38,34528746,0.6,6,0.35,35.49
KPK,8,153.35,463.82,16874.0,37490884,0.6,6,0.35,100.0
Punjab,10,18.2,52.39,5027.08,104992472,0.3,7,0.425,40.67
KPK,8,180.23,474.16,16818.08,39048359,0.6,6,0.35,100.0
Azad Kashmir,9,14.76,46.37,3120.08,3957341,0.7,4,0.275,27.2
KPK,2,61.91,164.15,9131.23,36449511,0.6,6,0.35,63.71
Punjab,3,12.57,41.45,4507.83,105645773,0.3,7,0.425,47.04
Khyber Pakhtunkhwa,6,34.16,117.75,5545.15,32632602,0.6,6,0.35,42.99
Gilgit-Baltistan,8,34.14,79.34,3360.73,1771386,0.9,3,0.2,33.42
Gilgit-Baltistan,8,22.23,58.33,2081.4,1880266,0.9,3,0.2,19.09
Azad Kashmir,8,187.08,687.96,15380.93,3642297,0.7,4,0.275,100.0
Punjab,5,24.56,70.45,4665.82,118503716,0.3,7,0.425,48.13
Sindh,2,29.7,97.1,5976.5,48360375,0.2,8,0.475,53.9
Khyber Pakhtunkhwa,1,40.45,127.18,4565.35,37782463,0.6,6,0.35,49.21
KPK,7,112.53,328.63,9240.72,35882780,0.6,6,0.35,100.0
KPK,1,8.47,22.02,3374.52,36780631,0.6,6,0.35,32.15
KPK,10,28.61,58.97,4265.7,33024516,0.6,6,0.35,36.3
Punjab,8,181.52,569.25,16555.4,110935898,0.3,7,0.425,100.0
KPK,7,214.88,691.08,15346.86,33596447,0.6,6,0.35,100.0
Sindh,1,36.79,124.26,9634.63,49741450,0.2,8,0.475,69.66
Sindh,10,15.1,50.46,5742.47,47099119,0.2,8,0.475,48.58
Punjab,10,49.5,147.79,7194.83,110671739,0.3,7,0.425,57.98
Gilgit-Baltistan,7,200.64,582.43,10958.17,1946900,0.9,3,0.2,100.0
KPK,9,14.32,30.02,3862.06,37518866,0.6,6,0.35,34.55
KPK,9,24.15,49.16,3893.88,32325440,0.6,6,0.35,30.81
KPK,2,18.78,60.02,2783.81,34916877,0.6,6,0.35,27.04
Balochistan,9,17.75,42.37,2482.0,13162663,0.5,5,0.3,23.32
Sindh,11,25.12,83.67,6147.95,46203249,0.2,8,0.475,57.2
Gilgit-Baltistan,3,24.62,81.27,2623.55,1930527,0.9,3,0.2,20.96
Khyber Pakhtunkhwa,8,181.77,530.86,23127.79,38111097,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,4,23.27,64.43,5663.42,35057168,0.6,6,0.35,46.68
Balochistan,6,16.6,41.8,2827.01,11283100,0.5,5,0.3,30.98
KPK,12,13.66,30.69,3072.81,34949703,0.6,6,0.35,30.28
Sindh,4,32.5,74.71,5719.55,43631607,0.2,8,0.475,45.36
Sindh,4,20.27,60.92,5258.97,43472539,0.2,8,0.475,45.44
Gilgit-Baltistan,3,19.43,62.78,2772.4,1923589,0.9,3,0.2,22.26
Sindh,4,36.15,115.53,5156.2,52203119,0.2,8,0.475,60.0
Sindh,3,13.74,38.48,5009.63,47391545,0.2,8,0.475,49.43
Sindh,1,39.37,101.47,7239.19,47881054,0.2,8,0.475,61.38
Punjab,5,20.27,68.67,5667.68,116209558,0.3,7,0.425,52.54
Balochistan,4,19.21,61.76,3089.7,12577870,0.5,5,0.3,35.16
Punjab,5,16.8,56.27,5542.05,120170161,0.3,7,0.425,46.3
KPK,3,15.99,36.91,4487.15,36005000,0.6,6,0.35,26.72
KPK,11,34.82,110.16,5162.84,33248560,0.6,6,0.35,52.39
Azad Kashmir,7,124.62,455.88,10374.61,4163597,0.7,4,0.275,100.0
Gilgit-Baltistan,5,14.77,38.29,2384.73,1654061,0.9,3,0.2,24.76
KPK,6,9.77,31.78,3079.24,37509338,0.6,6,0.35,27.67
Azad Kashmir,11,8.66,18.41,2947.77,3840323,0.7,4,0.275,23.93
Sindh,6,21.21,51.77,4631.32,47132934,0.2,8,0.475,42.61
KPK,9,25.44,51.2,4081.24,37411923,0.6,6,0.35,39.03
Punjab,8,165.82,518.63,16720.63,112671211,0.3,7,0.425,100.0
Azad Kashmir,4,14.04,48.34,3630.06,4015726,0.7,4,0.275,31.15
Balochistan,11,48.74,140.98,4695.33,11924808,0.5,5,0.3,48.48
Khyber Pakhtunkhwa,10,32.76,77.87,3680.74,34759237,0.6,6,0.35,31.81
Azad Kashmir,6,15.64,48.86,3786.81,3985908,0.7,4,0.275,35.73
Khyber Pakhtunkhwa,1,19.72,52.99,4766.54,33102678,0.6,6,0.35,32.2
KPK,12,30.02,60.59,5737.53,33829855,0.6,6,0.35,45.5
Punjab,2,41.78,121.89,8487.63,115455483,0.3,7,0.425,63.46
KPK,3,9.77,22.8,3828.71,33393291,0.6,6,0.35,34.17
KPK,10,15.11,47.05,3637.81,36284379,0.6,6,0.35,29.99
KPK,4,21.76,72.39,4136.39,36890286,0.6,6,0.35,41.21
Sindh,11,20.36,57.33,5092.61,49542802,0.2,8,0.475,49.82
Khyber Pakhtunkhwa,4,8.49,18.74,2558.16,38065521,0.6,6,0.35,25.27
Gilgit-Baltistan,4,26.94,71.09,3207.22,1946591,0.9,3,0.2,31.65
KPK,1,14.98,35.84,3399.27,37716109,0.6,6,0.35,28.76
Gilgit-Baltistan,7,183.77,474.89,12473.84,1708645,0.9,3,0.2,100.0
Khyber Pakhtunkhwa,6,30.36,62.79,4434.55,35070584,0.6,6,0.35,41.5
Punjab,1,23.32,80.51,5222.36,111565463,0.3,7,0.425,48.86
Punjab,7,221.04,618.08,23965.25,117256518,0.3,7,0.425,100.0
Punjab,5,3.06,6.53,2365.6,101074072,0.3,7,0.425,41.61
Sindh,10,7.21,17.34,4910.37,43407045,0.2,8,0.475,45.8
Punjab,1,27.65,59.78,6672.01,109496662,0.3,7,0.425,53.55
KPK,8,113.32,408.65,10928.05,37339795,0.6,6,0.35,100.0
Azad Kashmir,2,30.49,91.44,4991.0,3815305,0.7,4,0.275,36.98
Balochistan,6,38.82,90.63,5724.83,13351068,0.5,5,0.3,48.48
Azad Kashmir,9,41.36,142.49,6404.76,4331895,0.7,4,0.275,43.91
Balochistan,2,10.87,37.95,2862.61,11879301,0.5,5,0.3,26.48
Sindh,6,7.5,21.68,4381.27,50578515,0.2,8,0.475,44.76
Gilgit-Baltistan,1,21.14,52.96,1771.34,1752091,0.9,3,0.2,21.64
KPK,2,14.43,38.95,4089.27,35805344,0.6,6,0.35,38.99
Sindh,4,26.57,77.87,7489.33,48334854,0.2,8,0.475,52.59
KPK,3,22.93,61.53,3872.87,38785416,0.6,6,0.35,36.94
Gilgit-Baltistan,7,268.71,965.56,20895.73,1858997,0.9,3,0.2,100.0
Gilgit-Baltistan,1,10.06,20.77,1788.12,1920950,0.9,3,0.2,20.67
Gilgit-Baltistan,3,5.12,10.46,1406.9,1924113,0.9,3,0.2,8.12
Azad Kashmir,5,5.11,13.19,1902.95,3807489,0.7,4,0.275,19.75
Khyber Pakhtunkhwa,2,6.61,16.71,2085.1,31956013,0.6,6,0.35,24.85
Azad Kashmir,11,7.13,22.51,1790.95,3825010,0.7,4,0.275,21.68
Sindh,8,146.16,368.82,23694.45,45831030,0.2,8,0.475,100.0
KPK,3,23.57,65.9,3365.61,37921426,0.6,6,0.35,39.03
Gilgit-Baltistan,3,31.58,109.5,3730.53,1922899,0.9,3,0.2,28.1
KPK,7,153.18,625.17,20736.47,33469007,0.6,6,0.35,100.0
Punjab,5,12.81,44.25,4785.16,100434417,0.3,7,0.425,51.89
Punjab,8,151.95,638.83,19174.1,115200318,0.3,7,0.425,100.0
Gilgit-Baltistan,10,23.8,55.68,2660.59,1893687,0.9,3,0.2,18.62
KPK,11,7.22,15.66,2834.17,38218425,0.6,6,0.35,30.18
KPK,2,18.02,36.37,3661.68,35226536,0.6,6,0.35,31.97
Balochistan,3,10.66,24.83,3202.71,11166613,0.5,5,0.3,26.49
Gilgit-Baltistan,1,14.28,34.4,1783.36,1976059,0.9,3,0.2,19.69
Punjab,12,24.28,80.79,5385.9,112000708,0.3,7,0.425,48.7
Khyber Pakhtunkhwa,6,40.45,139.97,5295.65,38002584,0.6,6,0.35,46.37
Azad Kashmir,7,162.35,609.59,14437.92,4397404,0.7,4,0.275,100.0
KPK,10,18.9,49.14,4930.45,38602184,0.6,6,0.35,39.41
Khyber Pakhtunkhwa,1,29.09,92.83,4984.09,34569254,0.6,6,0.35,37.8
Khyber Pakhtunkhwa,8,116.73,371.53,13705.06,35688275,0.6,6,0.35,100.0
KPK,5,14.59,46.06,4075.89,37016308,0.6,6,0.35,47.03
Azad Kashmir,6,37.07,87.8,3852.41,4284374,0.7,4,0.275,40.88
Sindh,12,14.64,32.55,3831.92,49457909,0.2,8,0.475,38.88
Sindh,2,23.37,78.62,7702.22,45994706,0.2,8,0.475,58.1
KPK,4,19.05,48.14,4679.5,33536322,0.6,6,0.35,44.46
Punjab,5,13.22,41.4,4758.77,101296345,0.3,7,0.425,44.38
Punjab,7,129.08,369.85,13017.82,109404674,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,7,173.13,470.52,17077.83,33983817,0.6,6,0.35,100.0
Gilgit-Baltistan,3,7.36,21.78,1254.55,1896618,0.9,3,0.2,15.22
Gilgit-Baltistan,5,45.92,158.0,2533.19,1847470,0.9,3,0.2,35.97
Sindh,6,31.78,88.99,6970.73,47956109,0.2,8,0.475,65.64
Azad Kashmir,9,26.23,62.83,3627.59,3601435,0.7,4,0.275,30.92
Punjab,9,313.24,1162.29,36000.0,117687772,0.3,7,0.425,100.0
Sindh,6,13.96,41.03,4233.4,50877842,0.2,8,0.475,41.09
Sindh,6,42.56,119.07,7962.39,48589109,0.2,8,0.475,61.65
Azad Kashmir,8,129.08,550.65,10163.61,3848569,0.7,4,0.275,100.0
Gilgit-Baltistan,2,29.82,85.29,3525.53,1653826,0.9,3,0.2,34.39
Khyber Pakhtunkhwa,1,13.65,35.53,3182.92,35083192,0.6,6,0.35,35.62
Punjab,5,46.44,152.82,9708.63,103305279,0.3,7,0.425,65.15
Sindh,2,23.3,68.84,6694.46,48905609,0.2,8,0.475,58.96
Punjab,6,7.79,21.01,2693.14,117655036,0.3,7,0.425,40.09
Balochistan,7,248.57,766.21,16825.09,13336014,0.5,5,0.3,100.0
KPK,2,25.38,81.11,3768.66,33996808,0.6,6,0.35,37.14
Khyber Pakhtunkhwa,1,17.3,54.42,2836.39,34033866,0.6,6,0.35,27.5
Khyber Pakhtunkhwa,6,12.3,34.44,2801.73,34241140,0.6,6,0.35,32.35
Khyber Pakhtunkhwa,10,20.59,67.89,4110.24,36888029,0.6,6,0.35,30.79
Sindh,7,79.94,228.76,15787.67,50107520,0.2,8,0.475,100.0
Balochistan,10,17.36,38.58,3061.72,12503683,0.5,5,0.3,30.99
KPK,9,28.99,68.19,5348.07,36223332,0.6,6,0.35,45.4
Khyber Pakhtunkhwa,11,10.92,21.94,4011.8,37089810,0.6,6,0.35,31.53
KPK,12,18.4,60.4,4435.54,32414449,0.6,6,0.35,34.81
Azad Kashmir,1,20.92,42.27,3960.19,3630271,0.7,4,0.275,23.9
Balochistan,8,166.61,575.19,18268.45,12050874,0.5,5,0.3,100.0
Gilgit-Baltistan,3,43.12,96.67,3557.61,1780301,0.9,3,0.2,28.79
KPK,5,38.82,78.76,4974.11,33513337,0.6,6,0.35,47.56
Khyber Pakhtunkhwa,12,13.39,29.26,2347.01,36811640,0.6,6,0.35,28.52
Azad Kashmir,1,13.57,32.01,2663.81,3887141,0.7,4,0.275,21.51
Punjab,3,18.18,60.44,3296.28,120842819,0.3,7,0.425,41.63
Punjab,4,25.32,54.5,6900.45,116797785,0.3,7,0.425,49.43
Balochistan,8,226.52,908.22,20242.7,12956731,0.5,5,0.3,100.0
Azad Kashmir,8,168.67,530.34,14273.7,3890348,0.7,4,0.275,100.0
Khyber Pakhtunkhwa,3,23.23,49.54,3609.62,38562387,0.6,6,0.35,37.72
Sindh,8,187.53,716.8,33103.78,47873593,0.2,8,0.475,100.0
KPK,10,41.41,120.98,5300.82,36815871,0.6,6,0.35,53.03
KPK,9,54.3,143.87,4932.57,38332937,0.6,6,0.35,50.12
Punjab,1,10.12,31.0,4065.31,99945453,0.3,7,0.425,34.42
KPK,8,85.89,303.3,11525.06,37120883,0.6,6,0.35,99.5
Punjab,10,24.26,67.9,5774.48,118402641,0.3,7,0.425,45.24
Punjab,2,20.28,49.76,5411.86,108045815,0.3,7,0.425,45.93
Sindh,5,27.93,62.07,5439.42,46920364,0.2,8,0.475,59.82
Punjab,6,23.92,63.36,4476.4,117022088,0.3,7,0.425,47.67
Gilgit-Baltistan,1,31.09,64.87,2516.33,1893169,0.9,3,0.2,32.31
KPK,1,22.62,77.69,5002.85,34607485,0.6,6,0.35,36.73
Khyber Pakhtunkhwa,1,10.23,30.1,3303.8,36361561,0.6,6,0.35,34.47
Balochistan,2,7.06,16.65,2155.62,13016620,0.5,5,0.3,28.95
Gilgit-Baltistan,6,90.56,365.9,7272.36,1956097,0.9,3,0.2,83.24
Gilgit-Baltistan,2,18.8,43.79,2346.86,1754759,0.9,3,0.2,21.64
Gilgit-Baltistan,1,25.16,50.51,2012.49,1620482,0.9,3,0.2,15.53
Khyber Pakhtunkhwa,7,164.42,638.52,19833.0,37428020,0.6,6,0.35,100.0
Punjab,7,183.1,473.31,25814.67,119712376,0.3,7,0.425,100.0
Gilgit-Baltistan,10,20.03,46.44,2304.62,1737671,0.9,3,0.2,19.86
KPK,10,49.93,112.13,6264.37,36536025,0.6,6,0.35,47.97
KPK,12,35.54,83.7,4064.21,33114327,0.6,6,0.35,46.51
Punjab,2,17.47,51.13,3502.04,111102143,0.3,7,0.425,37.29
Balochistan,6,18.07,59.25,3015.07,12244604,0.5,5,0.3,34.43
Sindh,12,19.33,43.0,6352.65,49150878,0.2,8,0.475,51.84
Gilgit-Baltistan,4,21.0,64.48,2152.87,1620516,0.9,3,0.2,32.31
Punjab,1,25.15,81.62,6832.4,120727432,0.3,7,0.425,52.04
Sindh,2,12.18,34.87,3770.84,44251221,0.2,8,0.475,37.2
Punjab,10,28.37,56.89,3715.27,111426798,0.3,7,0.425,47.97
Khyber Pakhtunkhwa,4,33.94,110.45,5098.79,36394479,0.6,6,0.35,54.29
KPK,5,39.73,91.14,5337.62,34946949,0.6,6,0.35,49.97
Punjab,4,33.73,79.22,5080.78,99648948,0.3,7,0.425,52.79
Sindh,3,22.22,67.66,4735.19,46297314,0.2,8,0.475,48.57
Azad Kashmir,9,24.34,59.18,2815.41,4186523,0.7,4,0.275,33.42
KPK,2,5.59,16.67,2902.69,33952090,0.6,6,0.35,22.31
KPK,10,8.68,22.88,2131.81,33160914,0.6,6,0.35,24.56
KPK,2,38.43,110.17,7252.75,37981042,0.6,6,0.35,59.33
KPK,8,220.98,905.94,23079.76,38569798,0.6,6,0.35,100.0
Gilgit-Baltistan,10,15.96,37.35,1965.99,1941109,0.9,3,0.2,18.79
Khyber Pakhtunkhwa,5,29.93,73.32,4679.71,34372362,0.6,6,0.35,35.53
Punjab,4,30.52,83.74,7618.47,102658504,0.3,7,0.425,57.25
Balochistan,5,12.1,24.48,3347.75,11506385,0.5,5,0.3,32.03
Gilgit-Baltistan,9,12.28,30.47,1456.44,1899773,0.9,3,0.2,11.93
Khyber Pakhtunkhwa,11,23.46,70.85,4373.86,35038401,0.6,6,0.35,41.37
Balochistan,9,30.31,82.74,4133.38,13123600,0.5,5,0.3,38.71
Azad Kashmir,4,19.58,41.72,3638.36,4058660,0.7,4,0.275,29.99
Balochistan,9,13.11,37.57,2392.91,13035696,0.5,5,0.3,34.4
Gilgit-Baltistan,9,23.43,72.33,1716.79,1967372,0.9,3,0.2,20.01
Khyber Pakhtunkhwa,9,14.0,41.02,2598.69,34246352,0.6,6,0.35,26.6
Sindh,4,25.48,82.63,6674.95,46554025,0.2,8,0.475,57.33
Khyber Pakhtunkhwa,3,16.47,36.41,2537.67,32345683,0.6,6,0.35,28.5
Khyber Pakhtunkhwa,3,12.15,36.92,2997.3,37450927,0.6,6,0.35,40.35
KPK,3,25.32,66.65,5377.3,36671454,0.6,6,0.35,44.82
Sindh,5,18.2,47.16,4695.05,49847242,0.2,8,0.475,47.88
KPK,4,22.37,56.32,3536.3,32092790,0.6,6,0.35,33.1
KPK,9,8.39,20.56,2504.0,36873293,0.6,6,0.35,23.58
Khyber Pakhtunkhwa,10,23.3,72.7,3976.24,35992388,0.6,6,0.35,40.09
Balochistan,12,9.96,31.72,2111.16,11357885,0.5,5,0.3,27.21
Khyber Pakhtunkhwa,11,18.15,38.73,2896.36,38448021,0.6,6,0.35,23.1
Gilgit-Baltistan,6,134.04,514.82,6874.86,1643372,0.9,3,0.2,93.28
Sindh,9,110.24,319.96,17262.42,49858851,0.2,8,0.475,100.0
Sindh,4,37.87,125.91,9374.11,50147430,0.2,8,0.475,68.02
Balochistan,11,29.8,76.69,4467.23,13254169,0.5,5,0.3,38.61
Khyber Pakhtunkhwa,5,12.61,42.92,3581.62,32725227,0.6,6,0.35,34.97
Punjab,10,22.68,59.85,5453.86,110379394,0.3,7,0.425,47.56
Sindh,11,18.84,51.0,3741.5,44987260,0.2,8,0.475,45.77
Punjab,11,5.85,18.72,4145.3,105082740,0.3,7,0.425,35.8
Khyber Pakhtunkhwa,1,11.87,27.76,3339.2,38876011,0.6,6,0.35,30.04
Azad Kashmir,5,24.96,73.25,2684.51,4335567,0.7,4,0.275,38.13
Punjab,4,29.44,100.49,6456.06,103370232,0.3,7,0.425,50.28
Azad Kashmir,3,56.19,155.27,5361.67,3794342,0.7,4,0.275,51.72
Khyber Pakhtunkhwa,8,83.69,311.04,12265.71,32048204,0.6,6,0.35,96.5
Azad Kashmir,6,7.32,23.0,2553.21,4256915,0.7,4,0.275,24.1
Azad Kashmir,6,19.82,63.27,2650.14,4103001,0.7,4,0.275,28.78
Balochistan,1,38.77,121.81,4810.25,12442043,0.5,5,0.3,42.66
Sindh,9,285.33,1116.76,36000.0,45826172,0.2,8,0.475,100.0
Khyber Pakhtunkhwa,5,21.1,71.79,4175.57,35077742,0.6,6,0.35,35.15
KPK,12,18.31,52.85,4248.4,38177807,0.6,6,0.35,38.52
Khyber Pakhtunkhwa,2,16.83,36.29,2521.52,38817744,0.6,6,0.35,31.38
Gilgit-Baltistan,4,11.5,31.22,1351.14,1904726,0.9,3,0.2,11.12
Azad Kashmir,5,19.29,43.01,3181.06,3937929,0.7,4,0.275,33.01
Khyber Pakhtunkhwa,3,43.8,93.12,7531.8,34959943,0.6,6,0.35,50.34
KPK,6,9.46,27.36,3623.86,36217205,0.6,6,0.35,29.67
Sindh,10,35.21,96.92,8802.75,47496865,0.2,8,0.475,65.28
Balochistan,4,25.99,64.59,3487.64,12338466,0.5,5,0.3,35.23
Punjab,11,11.91,39.88,3262.77,113787977,0.3,7,0.425,33.68
Khyber Pakhtunkhwa,4,17.49,52.8,5012.01,33993738,0.6,6,0.35,41.53
Azad Kashmir,7,110.32,450.45,13393.96,4107157,0.7,4,0.275,100.0
Gilgit-Baltistan,1,28.23,96.71,2842.1,1906006,0.9,3,0.2,24.18
Balochistan,3,17.85,43.23,3139.81,13087624,0.5,5,0.3,28.31
Balochistan,10,23.84,54.0,2493.06,11239878,0.5,5,0.3,33.38
Azad Kashmir,8,112.79,415.15,13300.68,4386581,0.7,4,0.275,100.0
Azad Kashmir,7,327.26,1300.0,27949.75,4397166,0.7,4,0.275,100.0
Khyber Pakhtunkhwa,11,4.13,10.94,2907.15,36232662,0.6,6,0.35,23.18
Balochistan,10,33.5,74.05,4618.95,11179564,0.5,5,0.3,47.19
Khyber Pakhtunkhwa,10,37.64,86.14,6973.56,35709428,0.6,6,0.35,49.56
Punjab,9,113.03,397.93,16379.06,118595191,0.3,7,0.425,100.0
Balochistan,12,37.71,98.24,3789.62,12574055,0.5,5,0.3,40.46
Balochistan,7,144.37,392.99,9966.6,13505837,0.5,5,0.3,100.0
Balochistan,6,3.41,7.39,2675.35,11330533,0.5,5,0.3,27.01
Balochistan,3,4.26,8.81,2721.69,12028263,0.5,5,0.3,32.43
Khyber Pakhtunkhwa,5,24.26,62.83,4669.68,36745665,0.6,6,0.35,39.58
Azad Kashmir,7,79.63,339.3,10122.53,3843710,0.7,4,0.275,83.97
Sindh,10,1.79,5.95,2795.91,51467337,0.2,8,0.475,33.79
Khyber Pakhtunkhwa,7,229.71,790.0,21250.12,34152352,0.6,6,0.35,100.0
Balochistan,8,176.71,753.55,15133.74,12474965,0.5,5,0.3,100.0
Khyber Pakhtunkhwa,8,79.9,275.67,10287.59,38275252,0.6,6,0.35,86.62
Balochistan,3,31.85,68.33,3967.56,12536333,0.5,5,0.3,36.91
Punjab,4,20.12,60.12,6194.63,106046518,0.3,7,0.425,51.3
Khyber Pakhtunkhwa,4,32.26,86.15,3709.19,38307048,0.6,6,0.35,37.96
Azad Kashmir,7,141.87,390.46,9011.39,3715850,0.7,4,0.275,100.0
KPK,9,13.43,33.26,2597.95,32394148,0.6,6,0.35,23.16
Azad Kashmir,9,25.25,66.19,2997.76,3806334,0.7,4,0.275,35.04
Khyber Pakhtunkhwa,9,53.48,184.57,8839.08,36756378,0.6,6,0.35,62.05
Punjab,10,14.87,31.35,5069.01,109218306,0.3,7,0.425,39.42
Azad Kashmir,6,41.96,102.8,5658.63,4355237,0.7,4,0.275,44.81
Sindh,6,24.73,66.56,5296.85,48966748,0.2,8,0.475,47.41
Punjab,12,28.4,69.87,6610.8,110134264,0.3,7,0.425,56.96
Azad Kashmir,12,8.05,17.79,2454.92,4199137,0.7,4,0.275,25.4
KPK,5,19.79,43.82,3540.09,32054004,0.6,6,0.35,39.66
Azad Kashmir,11,20.19,59.37,3851.8,3978693,0.7,4,0.275,27.49
KPK,4,21.16,54.8,4278.16,32830306,0.6,6,0.35,35.09
KPK,5,14.36,49.65,3169.99,32707858,0.6,6,0.35,27.57
Balochistan,1,44.51,138.64,7018.02,11413810,0.5,5,0.3,54.02
Sindh,5,26.05,60.52,5827.96,47463964,0.2,8,0.475,54.84
Khyber Pakhtunkhwa,1,18.99,60.55,3470.43,32754395,0.6,6,0.35,42.47
Gilgit-Baltistan,9,30.93,104.62,2392.49,1623829,0.9,3,0.2,29.05
Sindh,3,23.27,64.85,6452.98,49140810,0.2,8,0.475,58.67
Balochistan,7,231.08,798.01,20052.53,12190382,0.5,5,0.3,100.0
KPK,1,5.22,16.39,3198.44,36057497,0.6,6,0.35,25.8
Khyber Pakhtunkhwa,9,41.24,140.64,7468.12,33807899,0.6,6,0.35,57.83
Azad Kashmir,4,28.06,76.32,3958.55,3753010,0.7,4,0.275,41.48
Azad Kashmir,6,33.0,111.86,5327.81,3735733,0.7,4,0.275,38.68
Punjab,2,17.03,56.76,5673.59,109414579,0.3,7,0.425,51.79
KPK,7,141.99,615.37,11671.43,33349722,0.6,6,0.35,100.0
Punjab,3,7.7,26.77,2991.65,117582002,0.3,7,0.425,35.97
Balochistan,7,255.41,963.4,19004.09,13004905,0.5,5,0.3,100.0
Sindh,8,239.66,816.97,36000.0,48364922,0.2,8,0.475,100.0
Sindh,6,14.05,33.2,3817.67,43133696,0.2,8,0.475,47.68
KPK,11,14.52,44.69,4226.97,37169319,0.6,6,0.35,40.62
Azad Kashmir,10,8.44,17.21,2017.03,4182391,0.7,4,0.275,18.22
Khyber Pakhtunkhwa,9,10.53,35.33,2724.12,33533750,0.6,6,0.35,29.57
Punjab,4,9.61,30.85,2863.11,100614912,0.3,7,0.425,33.24
Khyber Pakhtunkhwa,7,203.77,860.24,30923.24,36710204,0.6,6,0.35,100.0
Azad Kashmir,5,27.58,94.73,3198.69,3840220,0.7,4,0.275,30.72
Sindh,12,13.92,38.35,3924.28,44721712,0.2,8,0.475,47.16
KPK,4,18.81,50.85,5061.91,32870154,0.6,6,0.35,42.28
Punjab,6,5.63,15.58,4187.52,109336490,0.3,7,0.425,42.23
Punjab,10,48.49,138.22,6194.72,115618729,0.3,7,0.425,59.83
Sindh,12,29.91,82.31,7463.85,50248730,0.2,8,0.475,57.04
Azad Kashmir,8,160.69,485.55,12640.29,3916226,0.7,4,0.275,100.0
KPK,5,26.82,85.27,4752.96,32178186,0.6,6,0.35,42.29
Sindh,4,25.63,68.94,4986.53,52026791,0.2,8,0.475,51.35
Khyber Pakhtunkhwa,8,150.75,428.56,10841.7,33028029,0.6,6,0.35,100.0
KPK,9,22.0,44.58,3130.86,35506452,0.6,6,0.35,35.01
Gilgit-Baltistan,1,3.34,11.61,1582.7,1875209,0.9,3,0.2,16.81
Punjab,12,35.89,111.19,7832.68,100912487,0.3,7,0.425,62.56
Khyber Pakhtunkhwa,10,32.36,90.44,4938.78,37462748,0.6,6,0.35,39.03
Khyber Pakhtunkhwa,3,15.21,49.97,4169.73,34468421,0.6,6,0.35,38.55
Khyber Pakhtunkhwa,1,31.67,79.84,5215.13,36048204,0.6,6,0.35,42.34
Azad Kashmir,5,16.62,53.52,3793.26,3718942,0.7,4,0.275,35.17
Gilgit-Baltistan,9,29.82,96.79,3662.09,1693906,0.9,3,0.2,37.9
Khyber Pakhtunkhwa,4,23.47,50.71,4684.65,36544120,0.6,6,0.35,40.97
Gilgit-Baltistan,4,18.23,61.36,2285.57,1620369,0.9,3,0.2,21.7
KPK,6,4.5,10.08,2722.98,37413833,0.6,6,0.35,27.94
Sindh,1,32.25,74.39,4786.7,46610415,0.2,8,0.475,53.99
Azad Kashmir,2,22.14,70.75,2589.17,4250417,0.7,4,0.275,30.24
Sindh,5,20.22,45.71,4473.53,46674524,0.2,8,0.475,46.69
Azad Kashmir,1,31.16,65.49,4709.77,3853772,0.7,4,0.275,36.09
Punjab,5,16.29,52.2,5592.72,110964265,0.3,7,0.425,48.34
Balochistan,10,13.25,34.12,2069.28,12517515,0.5,5,0.3,30.3
Azad Kashmir,10,28.17,82.95,4623.47,3812877,0.7,4,0.275,34.97
Khyber Pakhtunkhwa,4,13.85,28.75,2650.61,34071326,0.6,6,0.35,27.03
Sindh,9,114.6,451.8,21436.13,52545563,0.2,8,0.475,100.0
Gilgit-Baltistan,4,10.0,32.32,1942.6,1822548,0.9,3,0.2,14.55
Punjab,9,195.66,588.18,32525.73,119056594,0.3,7,0.425,100.0
Azad Kashmir,9,32.4,94.01,4283.19,4270257,0.7,4,0.275,36.28
Khyber Pakhtunkhwa,11,32.91,93.77,5966.76,38812267,0.6,6,0.35,46.49
